time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),rain (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),soil_temperature_0_to_7cm (°C)
2020-06-11T17:00,20.8,90,19.1,914.9,0,100,16.3,252,22.8
2020-06-11T18:00,20.5,91,19,914.6,0,100,17.2,250,22.6
2020-06-11T19:00,20.4,95,19.5,913.7,0.2,100,16.9,250,22.6
2020-06-11T20:00,20.3,95,19.5,912.8,0,100,16.5,250,22.5
2020-06-11T21:00,20.2,95,19.4,912.1,0,100,17.7,250,22.4
2020-06-11T22:00,20.2,95,19.3,911.8,0,100,17.2,254,22.3
2020-06-11T23:00,20.1,95,19.2,912.2,0,100,18.2,256,22.2
2020-06-12T00:00,20.3,93,19.2,912.8,0,100,18.5,257,22.2
2020-06-12T01:00,20.4,93,19.3,913.6,0,100,19.1,254,22.2
2020-06-12T02:00,20.9,91,19.3,914.1,0,100,21,254,22.5
2020-06-12T03:00,22.3,82,19.1,914.8,0.1,100,23.1,255,23.3
2020-06-12T04:00,23.6,75,19,914.6,0.1,100,26.5,255,24.3
2020-06-12T05:00,24.9,68,18.7,915.2,0.2,100,26.8,258,25.6
2020-06-12T06:00,25.1,67,18.7,914.9,0.2,96,26.2,262,26.4
2020-06-12T07:00,25.8,62,18,914.3,0.1,67,28.3,263,27.3
2020-06-12T08:00,26.5,58,17.7,913.9,0,59,27.2,263,28.1
2020-06-12T09:00,26.7,55,16.9,912.9,0,54,24.6,264,28.2
2020-06-12T10:00,27,52,16.4,912.6,0,53,22.7,267,28.2
2020-06-12T11:00,26.8,52,16,912.6,0,52,22.5,263,27.9
2020-06-12T12:00,25.9,56,16.5,912.7,0,42,19.2,257,27.3
2020-06-12T13:00,24.7,61,16.8,913,0,41,17.1,255,26.3
2020-06-12T14:00,23.5,68,17.2,913.1,0,50,16.9,259,25.3
2020-06-12T15:00,22.5,74,17.7,913.5,0,51,16.1,254,24.6
2020-06-12T16:00,21.9,79,18.1,914,0,35,15.5,252,24
2020-06-12T17:00,21.4,83,18.3,914.3,0,38,16.4,251,23.7
2020-06-12T18:00,21,85,18.4,914.3,0,83,16.5,250,23.3
2020-06-12T19:00,21,86,18.6,913.6,0,100,17.1,248,23.2
2020-06-12T20:00,20.9,88,18.9,913.1,0,100,17.1,248,23
2020-06-12T21:00,20.9,89,18.9,912.8,0,83,16,247,22.9
2020-06-12T22:00,20.7,89,18.9,912.3,0,86,14.7,248,22.8
2020-06-12T23:00,20.5,90,18.8,912.6,0,66,13.7,240,22.6
2020-06-13T00:00,20.4,91,18.8,913.4,0,56,14.7,234,22.5
2020-06-13T01:00,20.3,91,18.9,913.8,0,69,15.3,236,22.4
2020-06-13T02:00,21.3,85,18.8,914.6,0,74,22.1,242,23
2020-06-13T03:00,22.7,77,18.5,914.8,0,100,22.5,248,24
2020-06-13T04:00,24.4,69,18.4,915,0,100,23.1,252,25.4
2020-06-13T05:00,25.4,65,18.3,914.8,0,100,23.2,251,26.1
2020-06-13T06:00,25.9,64,18.6,915,0,100,22.1,248,26.7
2020-06-13T07:00,27,59,18.2,914.6,0,91,24.3,249,27.7
2020-06-13T08:00,27.3,58,18.3,914.2,0,83,23.7,250,28.2
2020-06-13T09:00,27,60,18.5,913.4,0.1,73,24.7,251,28.2
2020-06-13T10:00,25.4,71,19.7,913.1,1.6,74,21.4,250,28
2020-06-13T11:00,24.4,75,19.7,912.9,0.4,52,21.4,243,27.4
2020-06-13T12:00,23.6,79,19.8,913.4,0.2,64,21.1,243,26.5
2020-06-13T13:00,23,82,19.9,913.9,0,81,16.8,242,25.5
2020-06-13T14:00,22.6,84,19.7,914.5,0,84,15.9,242,24.8
2020-06-13T15:00,22.3,86,19.8,914.8,0,88,15.9,242,24.3
2020-06-13T16:00,22,88,19.9,915.2,0,100,16.9,243,24
2020-06-13T17:00,21.9,89,20,915.3,0,100,19.2,242,23.8
2020-06-13T18:00,21.8,90,20.1,915.2,0,100,15.3,240,23.7
2020-06-13T19:00,21.6,91,20.1,914.9,0,100,13.3,237,23.6
2020-06-13T20:00,21.5,92,20.2,914.3,0,100,15.8,243,23.4
2020-06-13T21:00,21.4,93,20.2,913.5,0,100,16.7,245,23.3
2020-06-13T22:00,21.5,91,20.1,913,0.1,77,16.6,246,23.2
2020-06-13T23:00,21.3,92,19.9,912.8,0,87,17.3,247,23
2020-06-14T00:00,21.2,92,19.9,914.4,0.5,100,17.9,248,22.9
2020-06-14T01:00,21.2,92,19.9,915.2,0,100,17.9,248,22.8
2020-06-14T02:00,22.2,87,20,916,0,100,20.9,249,23.1
2020-06-14T03:00,23.7,79,19.8,916.5,0,100,21.3,251,24
2020-06-14T04:00,24.8,74,19.8,917,0.1,100,19.6,250,25
2020-06-14T05:00,25.5,70,19.6,917.1,0.1,99,25.7,255,25.8
2020-06-14T06:00,26.5,65,19.4,916.8,0,82,26.8,259,26.7
2020-06-14T07:00,27.1,62,19.3,916.3,0.1,85,26.8,259,28
2020-06-14T08:00,27.6,62,19.6,915.7,0,61,24.6,258,28.6
2020-06-14T09:00,27.8,62,19.9,915.2,0.1,63,23.5,259,29.3
2020-06-14T10:00,26.7,65,19.6,914,0.3,74,21.3,266,29
2020-06-14T11:00,26.4,67,19.8,914.1,0,64,21.3,259,28.5
2020-06-14T12:00,26.3,66,19.5,914.7,0,67,20.4,256,27.9
2020-06-14T13:00,25.1,70,19.3,915,0,64,20,252,26.9
2020-06-14T14:00,24.1,75,19.4,915.9,0,53,19.2,253,26
2020-06-14T15:00,23.4,79,19.5,916.4,0,54,17.7,253,25.3
2020-06-14T16:00,22.8,82,19.5,916.5,0,56,16.8,255,24.8
2020-06-14T17:00,22.5,83,19.5,916.5,0,59,17.2,254,24.4
2020-06-14T18:00,22.1,85,19.5,916.3,0,83,17.2,254,24.1
2020-06-14T19:00,22.1,87,19.9,916.2,0,90,16.9,254,23.9
2020-06-14T20:00,21.9,88,19.9,915.1,0,100,17,253,23.7
2020-06-14T21:00,21.8,89,19.9,914.6,0,100,17.8,252,23.7
2020-06-14T22:00,21.7,90,19.9,915,0,100,17.1,252,23.6
2020-06-14T23:00,21.6,90,19.9,914.9,0,100,17.5,251,23.5
2020-06-15T00:00,21.5,90,19.8,915.5,0,100,17.8,252,23.4
2020-06-15T01:00,21.5,90,19.8,915.7,0,100,17.5,256,23.4
2020-06-15T02:00,22.3,85,19.7,916.6,0,100,20.7,257,23.8
2020-06-15T03:00,23.6,77,19.3,916.7,0,100,26,260,24.6
2020-06-15T04:00,24.8,70,19,916.6,0,86,26.7,260,25.7
2020-06-15T05:00,26.3,63,18.6,916.9,0,100,27.9,259,27.1
2020-06-15T06:00,27.5,56,18.1,917,0,100,25.8,257,28.2
2020-06-15T07:00,27.5,60,18.9,916.5,0,97,27.8,260,28.6
2020-06-15T08:00,27.8,59,19,915.5,0,87,25.2,261,29
2020-06-15T09:00,28.2,57,18.9,915,0,80,24.7,262,29.3
2020-06-15T10:00,28.4,57,18.9,913.9,0,84,22.2,262,29.5
2020-06-15T11:00,28,58,18.9,913.8,0,91,20.1,261,29.2
2020-06-15T12:00,27.1,61,18.9,913.9,0,94,16.8,255,28.4
2020-06-15T13:00,26.2,64,18.9,914.5,0,100,15.7,254,27.5
2020-06-15T14:00,25.2,68,19,915.3,0,78,15.7,254,26.7
2020-06-15T15:00,24.3,73,19.2,915.7,0,52,14.7,253,25.9
2020-06-15T16:00,23.5,78,19.3,916.5,0,55,14,247,25.4
2020-06-15T17:00,22.7,82,19.5,916.3,0,43,13.4,243,24.8
2020-06-15T18:00,22,86,19.6,916.1,0,40,12.3,238,24.3
2020-06-15T19:00,21.8,88,19.7,915.2,0,43,13,236,24
2020-06-15T20:00,21.5,90,19.7,914.6,0,55,13.5,236,23.8
2020-06-15T21:00,21.4,91,19.8,914,0,71,13.6,238,23.6
2020-06-15T22:00,21.3,92,19.9,913.6,0,100,14.8,236,23.4
2020-06-15T23:00,21.4,91,19.9,913.6,0,100,15.5,234,23.4
2020-06-16T00:00,21.5,91,19.9,914.3,0,100,15.9,232,23.4
2020-06-16T01:00,21.6,91,20,915,0,100,14.4,233,23.3
2020-06-16T02:00,22.6,85,19.9,915.6,0,100,21.1,240,23.9
2020-06-16T03:00,23.5,80,19.9,915.9,0,100,23.5,247,24.6
2020-06-16T04:00,24,78,19.8,915.9,0,100,23.6,251,25.1
2020-06-16T05:00,25.3,71,19.6,916,0,82,23.5,252,26.3
2020-06-16T06:00,26.4,66,19.6,915.9,0,71,24.9,252,27.6
2020-06-16T07:00,27,62,19.2,915.3,0,74,24.5,253,28.6
2020-06-16T08:00,27.6,59,19,914.8,0,69,25,255,29.5
2020-06-16T09:00,27.3,60,18.8,914.3,0,56,25.1,254,29.5
2020-06-16T10:00,27.3,60,18.8,913.2,0,87,18.3,254,29.4
2020-06-16T11:00,27,61,18.8,913.4,0,89,18,250,28.9
2020-06-16T12:00,26,65,18.8,914.2,0,99,16.5,250,28
2020-06-16T13:00,24.9,69,18.9,914.5,0,85,15.8,246,27
2020-06-16T14:00,24.1,73,19,914.9,0,86,15.3,246,26.2
2020-06-16T15:00,23.5,77,19.2,915.2,0,88,14.7,242,25.6
2020-06-16T16:00,23.1,79,19.3,915.8,0,94,14.1,238,25.1
2020-06-16T17:00,22.6,82,19.4,916,0.1,100,13.9,239,24.8
2020-06-16T18:00,22,86,19.5,915.7,0,100,15.3,240,24.4
2020-06-16T19:00,22,88,19.9,915.4,0,100,15,240,24.2
2020-06-16T20:00,21.7,90,19.9,914.6,0,100,14.2,240,24
2020-06-16T21:00,21.4,91,19.9,914,0,100,15.5,245,23.8
2020-06-16T22:00,21.3,91,19.9,913.9,0,100,12.3,238,23.6
2020-06-16T23:00,21.2,92,19.9,913.6,0,100,13.9,239,23.5
2020-06-17T00:00,21.3,91,19.8,914.4,0,100,15.5,239,23.4
2020-06-17T01:00,21.4,91,19.8,915,0,100,16.7,237,23.4
2020-06-17T02:00,21.7,88,19.7,915.8,0,100,22.2,241,23.6
2020-06-17T03:00,22.6,82,19.4,916.2,0,100,25.6,244,24.2
2020-06-17T04:00,23,79,19.2,915.9,0,100,25,245,24.5
2020-06-17T05:00,23.5,76,19.1,916.3,0,100,25.2,248,24.8
2020-06-17T06:00,25.1,68,18.7,915.6,0,100,27.1,253,25.9
2020-06-17T07:00,26.7,61,18.7,915.5,0,100,27.3,254,27.3
2020-06-17T08:00,27,60,18.7,915.4,0,100,27.3,254,28.1
2020-06-17T09:00,26.9,60,18.6,914.9,0,100,24.7,254,28.3
2020-06-17T10:00,26.6,61,18.6,913.7,0,100,22.7,255,28.1
2020-06-17T11:00,26.3,62,18.5,913.7,0,89,22.2,253,27.8
2020-06-17T12:00,25.5,66,18.7,914.9,0,92,18.9,252,27.2
2020-06-17T13:00,24.6,70,18.8,915,0,55,16.6,248,26.4
2020-06-17T14:00,23.7,75,18.9,915.6,0,57,15.2,248,25.6
2020-06-17T15:00,22.9,78,19,916.6,0,84,15.5,245,25
2020-06-17T16:00,22.4,82,19.1,916.8,0,91,16.2,249,24.5
2020-06-17T17:00,22,84,19.2,917.2,0,83,15.3,251,24.1
2020-06-17T18:00,21.6,86,19.2,917.2,0,100,14.9,250,23.8
2020-06-17T19:00,21.7,89,19.8,916.8,0,100,15.2,248,23.7
2020-06-17T20:00,21.6,90,19.9,915.9,0,100,16,247,23.5
2020-06-17T21:00,21.5,91,19.9,915.8,0,100,16.6,248,23.4
2020-06-17T22:00,21.4,91,19.9,915,0,100,14.1,251,23.3
2020-06-17T23:00,21.3,91,19.8,915.4,0,100,16.6,248,23.2
2020-06-18T00:00,21.2,91,19.7,915.8,0,100,17,249,23.1
2020-06-18T01:00,21.2,90,19.6,916.5,0,100,16.9,250,23
2020-06-18T02:00,21.6,88,19.6,917.1,0,100,16.5,250,23.2
2020-06-18T03:00,22.6,81,19.2,917.6,0,100,18.9,252,23.8
2020-06-18T04:00,24,73,18.8,917.8,0,100,19.7,252,24.7
2020-06-18T05:00,25.6,65,18.6,918.2,0.1,100,23.3,257,25.9
2020-06-18T06:00,26.3,62,18.5,917.9,0,100,23.7,260,26.7
2020-06-18T07:00,25.9,66,19.1,917.4,0,97,25.5,262,27.1
2020-06-18T08:00,26.5,63,18.8,917.1,0,87,22.3,260,27.5
2020-06-18T09:00,27,60,18.6,916.7,0,76,23,260,27.9
2020-06-18T10:00,27.4,58,18.4,916.1,0,75,19.9,265,28.3
2020-06-18T11:00,25.5,68,19.3,915.4,0.7,53,17.9,261,27.7
2020-06-18T12:00,25,70,19.1,916.1,0,54,16.4,255,26.8
2020-06-18T13:00,24.5,71,18.9,916.6,0,51,17,257,26.1
2020-06-18T14:00,23.8,74,18.8,917.5,0,47,16.8,260,25.4
2020-06-18T15:00,23.2,77,18.9,917.6,0,38,15.6,263,24.8
2020-06-18T16:00,22.7,80,19.1,917.9,0,40,15.6,262,24.4
2020-06-18T17:00,22.3,82,19.2,917.9,0,43,14.6,260,24.1
2020-06-18T18:00,21.9,84,19.2,918.2,0,58,14.2,261,23.8
2020-06-18T19:00,21.9,86,19.4,917.8,0,95,14.6,261,23.6
2020-06-18T20:00,21.5,87,19.3,917.2,0,100,14.1,264,23.4
2020-06-18T21:00,21.3,88,19.3,916.8,0,100,13.8,263,23.2
2020-06-18T22:00,21.4,88,19.3,916.1,0,100,11.6,265,23.2
2020-06-18T23:00,21.3,88,19.3,915.9,0,100,11.9,270,23.1
2020-06-19T00:00,21.4,88,19.2,916.1,0,100,13.8,277,23.1
2020-06-19T01:00,21.4,87,19.2,916.8,0,79,13.1,279,23
2020-06-19T02:00,21.8,85,19.3,918.1,0,100,12.3,273,23.3
2020-06-19T03:00,23.3,76,18.8,918.7,0,100,13.7,275,24.3
2020-06-19T04:00,24.9,68,18.5,918.9,0.3,80,14.8,271,25.5
2020-06-19T05:00,25.9,63,18.3,919,0,80,15.1,271,26
2020-06-19T06:00,26.8,60,18.3,919.1,0,82,15.9,275,27.2
2020-06-19T07:00,26.3,68,19.9,918.1,0,96,18.9,278,28
2020-06-19T08:00,27.6,61,19.3,917.7,0.2,72,19.9,276,29
2020-06-19T09:00,27.9,59,19.1,916.9,0,61,18.5,278,29.1
2020-06-19T10:00,28.6,57,19.2,915.9,0,48,19.4,285,29.7
2020-06-19T11:00,27.9,59,19.2,915.5,0.4,50,17.9,279,29.5
2020-06-19T12:00,25.2,72,19.8,915.9,0.8,71,15.1,273,28.3
2020-06-19T13:00,24.2,78,20.1,916.5,0.3,77,14.8,267,27
2020-06-19T14:00,23.7,79,19.9,916.9,0,75,14.4,267,25.8
2020-06-19T15:00,23.4,80,19.7,917.4,0,62,14.4,266,25.1
2020-06-19T16:00,23.2,80,19.5,917.8,0,60,15.2,265,24.7
2020-06-19T17:00,22.8,81,19.4,918,0,68,14.5,264,24.4
2020-06-19T18:00,22.2,84,19.4,918.1,0,47,14.2,263,24
2020-06-19T19:00,22.2,84,19.4,917.5,0,52,13.8,261,23.8
2020-06-19T20:00,21.7,87,19.4,916.8,0,55,13.9,260,23.6
2020-06-19T21:00,21.4,88,19.4,916.2,0,64,13.8,261,23.4
2020-06-19T22:00,21.1,89,19.3,915.7,0,100,15.5,267,23.2
2020-06-19T23:00,21,90,19.2,915.6,0,100,15.5,269,23
2020-06-20T00:00,20.9,90,19.2,916.2,0,100,15.5,269,22.9
2020-06-20T01:00,21.1,89,19.1,916.8,0,100,14.4,270,22.9
2020-06-20T02:00,22,82,18.9,917.6,0,94,21,277,23.4
2020-06-20T03:00,23.5,74,18.6,917.8,0,100,20.8,279,24.5
2020-06-20T04:00,24.9,68,18.5,917.8,0,100,20.4,278,25.7
2020-06-20T05:00,26,63,18.4,918.1,0,100,20.1,279,26.7
2020-06-20T06:00,26.9,60,18.4,918.1,0,100,20.1,280,27.6
2020-06-20T07:00,28,54,17.7,917.7,0,91,19.5,282,28.5
2020-06-20T08:00,28.9,51,17.7,917.2,0,80,19.1,281,29.8
2020-06-20T09:00,29.2,50,17.7,916.7,0,74,18.6,280,30.5
2020-06-20T10:00,29.1,50,17.6,915.8,0,54,17.9,279,30.5
2020-06-20T11:00,28.5,51,17.4,915.5,0,66,17.5,279,30.1
2020-06-20T12:00,27.5,55,17.7,916.1,0,73,14.2,277,29
2020-06-20T13:00,26.7,58,17.8,917.1,0,70,11.5,272,28
2020-06-20T14:00,25.8,61,17.8,917.5,0,84,11.9,270,27
2020-06-20T15:00,25.1,65,17.9,917.6,0,65,13,264,26.3
2020-06-20T16:00,24.4,69,18.2,918,0,48,14.1,264,25.7
2020-06-20T17:00,23.7,73,18.6,918,0,39,13.8,263,25.2
2020-06-20T18:00,22.9,78,18.9,917.9,0,34,13.8,261,24.7
2020-06-20T19:00,22.1,82,18.9,917.4,0,36,13.4,262,24.3
2020-06-20T20:00,21.4,86,18.9,916.3,0,34,13.4,265,23.8
2020-06-20T21:00,20.9,88,18.8,915.8,0,39,13,265,23.4
2020-06-20T22:00,20.4,90,18.8,914.8,0,40,13,270,23.1
2020-06-20T23:00,20.1,92,18.7,914.7,0,59,13,267,22.8
2020-06-21T00:00,20.2,92,18.8,915.8,0,100,13.8,264,22.7
2020-06-21T01:00,20.3,91,18.8,916.1,0,100,17,264,22.7
2020-06-21T02:00,21.4,84,18.5,916.5,0,100,19.1,267,23.2
2020-06-21T03:00,23,75,18.3,917.3,0,100,18.4,269,24.4
2020-06-21T04:00,24.6,68,18.3,917.2,0,100,18.7,269,25.7
2020-06-21T05:00,26.1,61,18.1,917.3,0,100,19.1,270,27.1
2020-06-21T06:00,26.9,58,18,917,0.1,95,18.8,277,28.3
2020-06-21T07:00,27.1,59,18.5,916.5,0.1,69,16.9,281,28.8
2020-06-21T08:00,28.3,55,18.4,916.2,0.1,71,17,283,30.3
2020-06-21T09:00,28.6,54,18.4,915.8,0.1,57,16.5,281,30.9
2020-06-21T10:00,27.8,57,18.6,914.5,1.3,86,18.8,275,30.4
2020-06-21T11:00,24.7,74,19.7,914.7,1.1,83,17.3,272,29.4
2020-06-21T12:00,23.7,80,20.1,915.1,0.4,77,15.2,277,27.8
2020-06-21T13:00,23.4,82,20.1,915.7,0,55,12.3,267,26.6
2020-06-21T14:00,22.7,85,20.1,915.8,0.2,41,12.5,258,25.6
2020-06-21T15:00,22.5,85,19.9,916.1,0,49,13.7,256,25
2020-06-21T16:00,22.4,84,19.7,916.6,0,44,14.7,259,24.6
2020-06-21T17:00,22.2,85,19.5,916.4,0,44,15.3,261,24.3
2020-06-21T18:00,21.9,86,19.4,916.1,0,38,15,260,24
2020-06-21T19:00,21.1,88,19,915.8,0,57,14.9,262,23.6
2020-06-21T20:00,20.9,89,19,915.1,0,100,15.2,265,23.4
2020-06-21T21:00,20.8,89,19,914.4,0,100,14.8,267,23.3
2020-06-21T22:00,20.8,89,18.9,914.1,0,100,14.1,267,23.2
2020-06-21T23:00,20.7,89,18.9,914.1,0,79,13.3,270,23
2020-06-22T00:00,20.7,89,18.9,914.5,0,100,14,271,22.9
2020-06-22T01:00,21,88,19,914.7,0,96,13.3,270,22.9
2020-06-22T02:00,22,83,18.9,915.2,0,76,21.6,274,23.5
2020-06-22T03:00,23,76,18.5,915.6,0,100,21.6,274,24.2
2020-06-22T04:00,24.4,69,18.3,915.6,0,100,21.3,274,25.3
2020-06-22T05:00,25.2,65,18.1,915.9,0,100,20.6,275,26
2020-06-22T06:00,25.5,64,18.2,915.9,0,83,19.7,278,26.6
2020-06-22T07:00,27.1,59,18.5,915.4,0,85,18.4,276,27.9
2020-06-22T08:00,27.6,59,18.8,915,0,96,16.7,276,28.7
2020-06-22T09:00,27.2,60,18.7,914.3,0.4,100,14.4,271,28.4
2020-06-22T10:00,25.3,69,19.3,913.5,0.6,77,17.5,262,28
2020-06-22T11:00,23.5,76,19,913.5,0.7,85,16.9,269,26.9
2020-06-22T12:00,22.8,82,19.5,913.6,0.7,100,12.6,267,26
2020-06-22T13:00,22,87,19.8,914.4,1.4,89,13.5,261,25.1
2020-06-22T14:00,21.3,91,19.7,915,0.3,94,12.7,262,24.2
2020-06-22T15:00,20.9,92,19.6,915.4,0.2,77,12.7,262,23.7
2020-06-22T16:00,20.7,93,19.5,915.8,0,77,12.8,260,23.3
2020-06-22T17:00,20.7,93,19.5,916.2,0,48,13.6,253,23.1
2020-06-22T18:00,20.6,94,19.6,916.3,0,45,13.9,253,22.9
2020-06-22T19:00,20.4,95,19.6,916.3,0,100,14,258,22.7
2020-06-22T20:00,20.4,95,19.6,915.7,0.2,100,13.8,264,22.6
2020-06-22T21:00,20.4,95,19.6,915.1,0,100,13.8,264,22.5
2020-06-22T22:00,20.5,95,19.6,914.5,0,100,15,260,22.5
2020-06-22T23:00,20.4,95,19.5,914.4,0,100,14.6,261,22.4
2020-06-23T00:00,20.3,95,19.4,915.3,0,100,13.4,262,22.3
2020-06-23T01:00,20.1,95,19.2,915.5,0,69,11.9,267,22.1
2020-06-23T02:00,21.2,88,19.1,916.5,0,55,12.3,273,22.6
2020-06-23T03:00,22.7,78,18.7,916.7,0,63,15.2,277,23.7
2020-06-23T04:00,24.6,69,18.5,916.8,0,69,16.7,277,25.6
2020-06-23T05:00,26.3,61,18.2,917.5,0,65,18.6,280,27.5
2020-06-23T06:00,27.8,56,18.1,917.3,0,85,17.2,280,29.1
2020-06-23T07:00,28.3,55,18.5,917.1,0,47,16.3,275,30.2
2020-06-23T08:00,28.9,54,18.7,916.9,0,59,15.9,273,31.2
2020-06-23T09:00,29.2,53,18.7,916.3,0,76,15.5,271,31.6
2020-06-23T10:00,28,56,18.4,914.9,0,84,13.7,272,30.7
2020-06-23T11:00,25.7,67,19.1,914.8,1,86,11.3,261,29.3
2020-06-23T12:00,25.1,70,19.1,915.2,0.1,85,8.6,272,28
2020-06-23T13:00,24.4,72,19.1,915.8,0,71,6.5,270,26.8
2020-06-23T14:00,23.8,75,19.1,915.8,0,84,6.8,252,25.8
2020-06-23T15:00,23.2,78,19.1,916.5,0,82,9.8,242,25.1
2020-06-23T16:00,22.8,79,19.1,916.9,0,69,11,247,24.6
2020-06-23T17:00,22.3,82,19.1,916.8,0.2,66,10.5,248,24.1
2020-06-23T18:00,21.8,85,19.1,917,0,65,9.6,250,23.7
2020-06-23T19:00,21.9,82,18.7,916.7,0,63,9.3,254,23.4
2020-06-23T20:00,21.7,83,18.7,916.5,0,77,8.8,258,23.3
2020-06-23T21:00,21.5,84,18.8,915.8,0,68,7.7,259,23.2
2020-06-23T22:00,21.3,86,18.8,916.3,0,84,8.4,260,23
2020-06-23T23:00,21,87,18.8,915.9,0,76,5.9,256,22.9
2020-06-24T00:00,20.7,89,18.8,916.2,0,44,4.8,243,22.7
2020-06-24T01:00,20.7,90,18.9,916.5,0,36,7.2,252,22.6
2020-06-24T02:00,21.5,86,19,916.8,0,29,9.5,259,23.1
2020-06-24T03:00,22.7,78,18.7,916.9,0,47,13,272,24
2020-06-24T04:00,24.3,70,18.4,917,0,73,12.2,270,25.4
2020-06-24T05:00,25.9,62,18,917.3,0,83,10.8,266,27
2020-06-24T06:00,26.7,59,18.1,917.5,0,96,10.5,262,28
2020-06-24T07:00,27.7,55,17.9,916.7,0,49,9.8,264,29.5
2020-06-24T08:00,28.5,53,18.1,916.7,0,19,9,265,30.7
2020-06-24T09:00,28.9,53,18.2,916.1,0,26,8.4,260,31.5
2020-06-24T10:00,28.6,53,18,914.6,0,17,6.1,270,31.2
2020-06-24T11:00,28.5,52,17.8,913.8,0,20,5.2,258,30.7
2020-06-24T12:00,27.9,53,17.5,914.1,0.4,35,7.1,229,29.9
2020-06-24T13:00,25.9,65,18.9,915.1,0.5,97,8.2,229,28.4
2020-06-24T14:00,23.4,81,19.9,915.5,1,69,7.8,236,26.9
2020-06-24T15:00,22.4,89,20.6,916.2,0.9,51,7.4,247,25.8
2020-06-24T16:00,21.7,94,20.7,916.7,1.1,100,7.1,246,25
2020-06-24T17:00,21.2,96,20.5,916.9,1,100,6.4,227,24.5
2020-06-24T18:00,21,96,20.4,917,0.8,100,7.1,229,24.2
2020-06-24T19:00,20.9,95,20.1,916.5,0.3,100,7.9,231,23.9
2020-06-24T20:00,20.7,97,20.2,915.6,0.3,100,9.3,242,23.7
2020-06-24T21:00,20.7,97,20.2,915,0.3,100,6.6,241,23.5
2020-06-24T22:00,20.4,98,20.1,915.4,0.4,100,5.2,254,23.3
2020-06-24T23:00,20.2,98,19.9,915,0.7,95,3.9,292,23.1
2020-06-25T00:00,20.2,98,20,915.5,0.6,80,4.3,312,23
2020-06-25T01:00,20.3,98,20.1,915.2,0.5,59,5.5,302,23
2020-06-25T02:00,21,97,20.5,915.8,0.5,73,7.2,297,23.4
2020-06-25T03:00,21.5,92,20.2,915.7,0.5,73,7.2,297,23.9
2020-06-25T04:00,23,82,19.8,915.3,0.2,57,7,291,24.8
2020-06-25T05:00,24.8,73,19.6,915.4,0.2,82,6.8,288,26.7
2020-06-25T06:00,25.6,70,19.7,915.3,0.2,64,5.9,284,27.9
2020-06-25T07:00,28.2,59,19.5,914.8,0,49,5.2,286,30.2
2020-06-25T08:00,28.8,59,20.1,914.6,0,39,4.5,284,31.6
2020-06-25T09:00,28.8,57,19.5,913.5,0,94,4.4,279,31.8
2020-06-25T10:00,28.3,60,19.8,912.1,0,68,6.3,283,31
2020-06-25T11:00,27.1,65,19.9,912,0.5,96,4.7,274,30.1
2020-06-25T12:00,25.4,76,20.9,912.5,2.8,47,4.7,238,29
2020-06-25T13:00,24.3,85,21.6,913.3,3.5,68,2.6,164,27.6
2020-06-25T14:00,23.2,92,21.7,913.9,2.5,59,4,153,26.4
2020-06-25T15:00,22.6,94,21.5,914.7,4.5,100,5.2,168,25.6
2020-06-25T16:00,22,94,21,915.4,2.8,100,7.4,151,25
2020-06-25T17:00,21.6,96,20.9,915.8,1.2,100,7.6,149,24.7
2020-06-25T18:00,21.4,95,20.7,915.6,0.4,100,6.3,156,24.3
2020-06-25T19:00,20.8,97,20.3,915,0.2,85,4,243,24
2020-06-25T20:00,20.6,98,20.2,913.8,0,59,5.5,259,23.7
2020-06-25T21:00,20.4,97,19.8,913.8,0.4,100,5.5,238,23.5
2020-06-25T22:00,20.3,98,20,913.8,1.7,100,4.8,207,23.4
2020-06-25T23:00,20.3,98,20,914,0.9,100,4.2,250,23.3
2020-06-26T00:00,20.4,98,20.1,914.3,1.6,87,3.5,294,23.2
2020-06-26T01:00,20.5,98,20.1,914.5,1.8,65,3,284,23.2
2020-06-26T02:00,20.7,97,20.2,915,1.1,98,5.9,232,23.2
2020-06-26T03:00,21.2,97,20.6,915.2,1.4,100,7.9,240,23.6
2020-06-26T04:00,21.4,96,20.8,914.9,1.6,100,8.2,229,23.8
2020-06-26T05:00,22.1,91,20.7,915.2,0.9,96,8.1,225,24.3
2020-06-26T06:00,23.7,82,20.4,915.6,0.2,98,8,234,25.4
2020-06-26T07:00,26.7,69,20.5,915,0,51,8.2,241,28.2
2020-06-26T08:00,27,69,20.7,914.7,0,41,8.6,237,29
2020-06-26T09:00,27.6,66,20.7,914.1,0,21,8.2,229,29.7
2020-06-26T10:00,27.6,64,20.3,913.4,0,24,9.2,228,29.8
2020-06-26T11:00,27.7,63,20,913.4,0,20,9.2,219,29.3
2020-06-26T12:00,26.3,69,20.2,913.4,0.3,33,8.2,218,28.4
2020-06-26T13:00,25,77,20.6,914,1.1,30,6.2,234,27.2
2020-06-26T14:00,23.3,86,20.8,914.3,0.7,47,7.4,231,26
2020-06-26T15:00,22.4,90,20.6,914.9,0.3,49,8.3,236,25.2
2020-06-26T16:00,21.8,93,20.7,915.5,0.2,36,8.4,239,24.6
2020-06-26T17:00,21.7,93,20.5,915.3,0,40,7.6,239,24.3
